x,m,v_x,v_y
5.810598373413085938e+00,1.002363920211791992e+00,1.981241226196289062e+00,2.027556896209716797e+00
3.336246728897094727e+00,1.100538134574890137e+00,1.914164543151855469e+01,1.472890472412109375e+01
4.163387775421142578e+00,1.100538134574890137e+00,1.108356094360351562e+01,8.567551612854003906e+00
5.178411006927490234e+00,1.100538134574890137e+00,4.928849220275878906e+00,4.173306941986083984e+00
2.763083934783935547e+00,1.198712706565856934e+00,2.909929847717285156e+01,2.293467521667480469e+01
3.646029949188232422e+00,1.198712706565856934e+00,1.560907363891601562e+01,1.198665428161621094e+01
4.634607315063476562e+00,1.198712706565856934e+00,7.974254131317138672e+00,6.393265247344970703e+00
5.358434200286865234e+00,1.198712706565856934e+00,4.111473560333251953e+00,3.650739908218383789e+00
5.921370983123779297e+00,1.198712706565856934e+00,1.456635832786560059e+00,1.539858222007751465e+00
5.995880603790283203e+00,1.198712706565856934e+00,7.526481747627258301e-01,7.864785194396972656e-01
1.542317390441894531e+00,1.296887516975402832e+00,9.211067962646484375e+01,8.426724243164062500e+01
2.173482418060302734e+00,1.296887516975402832e+00,4.723152542114257812e+01,3.971865463256835938e+01
2.884161472320556641e+00,1.296887516975402832e+00,2.660096549987792969e+01,2.070701789855957031e+01
3.549104452133178711e+00,1.296887516975402832e+00,1.659244155883789062e+01,1.279472827911376953e+01
4.120163917541503906e+00,1.296887516975402832e+00,1.137860965728759766e+01,8.773289680480957031e+00
4.547236442565917969e+00,1.296887516975402832e+00,8.535257339477539062e+00,6.755276203155517578e+00
4.827099323272705078e+00,1.296887516975402832e+00,6.721818923950195312e+00,5.494588375091552734e+00
4.992150306701660156e+00,1.296887516975402832e+00,5.851089000701904297e+00,4.864444732666015625e+00
5.064380645751953125e+00,1.296887516975402832e+00,5.485399723052978516e+00,4.587448120117187500e+00
5.075347423553466797e+00,1.296887516975402832e+00,5.437436580657958984e+00,4.554472923278808594e+00
5.044504642486572266e+00,1.296887516975402832e+00,5.545682430267333984e+00,4.626702308654785156e+00
4.993610382080078125e+00,1.296887516975402832e+00,5.843598365783691406e+00,4.859610080718994141e+00
4.935809135437011719e+00,1.296887516975402832e+00,6.124202728271484375e+00,5.083023548126220703e+00
4.875468254089355469e+00,1.296887516975402832e+00,6.486648559570312500e+00,5.342580795288085938e+00
4.823707580566406250e+00,1.296887516975402832e+00,6.743112087249755859e+00,5.508478641510009766e+00
4.781282424926757812e+00,1.296887516975402832e+00,7.015276432037353516e+00,5.717827796936035156e+00
4.730157375335693359e+00,1.296887516975402832e+00,7.352543830871582031e+00,5.969424247741699219e+00
4.653248786926269531e+00,1.296887516975402832e+00,7.813258171081542969e+00,6.280385494232177734e+00
4.534500122070312500e+00,1.296887516975402832e+00,8.637105941772460938e+00,6.823763847351074219e+00
4.373975753784179688e+00,1.296887516975402832e+00,9.581373214721679688e+00,7.420660972595214844e+00
4.318271636962890625e+00,1.296887516975402832e+00,1.002436637878417969e+01,7.747174739837646484e+00
9.394677281379699707e-01,1.395061492919921875e+00,2.281380767822265625e+02,2.407544555664062500e+02
1.248398900032043457e+00,1.395061492919921875e+00,1.370932769775390625e+02,1.327595672607421875e+02
1.682473778724670410e+00,1.395061492919921875e+00,7.764895629882812500e+01,6.963490295410156250e+01
2.183505535125732422e+00,1.395061492919921875e+00,4.552850341796875000e+01,3.827719497680664062e+01
2.588459730148315430e+00,1.395061492919921875e+00,3.325989913940429688e+01,2.665582466125488281e+01
2.903587341308593750e+00,1.395061492919921875e+00,2.618315887451171875e+01,2.037623214721679688e+01
3.161881923675537109e+00,1.395061492919921875e+00,2.167276382446289062e+01,1.658191299438476562e+01
3.320795536041259766e+00,1.395061492919921875e+00,1.935170364379882812e+01,1.488052654266357422e+01
3.404781341552734375e+00,1.395061492919921875e+00,1.825521087646484375e+01,1.408236598968505859e+01
3.435761451721191406e+00,1.395061492919921875e+00,1.786991882324218750e+01,1.377778339385986328e+01
3.438975811004638672e+00,1.395061492919921875e+00,1.783209800720214844e+01,1.374481010437011719e+01
3.425314426422119141e+00,1.395061492919921875e+00,1.799902534484863281e+01,1.388542175292968750e+01
3.395558357238769531e+00,1.395061492919921875e+00,1.836798095703125000e+01,1.416442108154296875e+01
3.345088243484497070e+00,1.395061492919921875e+00,1.901308441162109375e+01,1.462664031982421875e+01
3.271751165390014648e+00,1.395061492919921875e+00,2.005398750305175781e+01,1.532627582550048828e+01
3.185336112976074219e+00,1.395061492919921875e+00,2.132554626464843750e+01,1.626652908325195312e+01
3.078209400177001953e+00,1.395061492919921875e+00,2.301893234252929688e+01,1.760155105590820312e+01
2.949746608734130859e+00,1.395061492919921875e+00,2.529451560974121094e+01,1.952865219116210938e+01
7.549874186515808105e-01,1.493236899375915527e+00,3.521531372070312500e+02,3.968749389648437500e+02
1.268079042434692383e+00,1.493236899375915527e+00,1.317439422607421875e+02,1.267833328247070312e+02
1.534874558448791504e+00,1.493236899375915527e+00,9.294506835937500000e+01,8.511830139160156250e+01
1.762764453887939453e+00,1.493236899375915527e+00,7.082553863525390625e+01,6.285813522338867188e+01
