x,m,v_x,v_y
5.488515377044677734e+00,1.296887516975402832e+00,4.054322838783264160e-01,3.859654963016510010e-01
3.261435747146606445e+00,1.395061492919921875e+00,1.702683639526367188e+01,1.372663784027099609e+01
4.883063793182373047e+00,1.395061492919921875e+00,4.913216590881347656e+00,4.427124500274658203e+00
3.501536369323730469e+00,1.493236899375915527e+00,1.450675106048583984e+01,1.172994899749755859e+01
4.925050258636474609e+00,1.493236899375915527e+00,4.708535194396972656e+00,4.283588886260986328e+00
3.220535516738891602e+00,1.591411471366882324e+00,1.748215484619140625e+01,1.408170604705810547e+01
4.673395156860351562e+00,1.591411471366882324e+00,6.111339569091796875e+00,5.403859138488769531e+00
4.924900531768798828e+00,1.591411471366882324e+00,4.708784580230712891e+00,4.283666133880615234e+00
5.089601039886474609e+00,1.591411471366882324e+00,3.907930135726928711e+00,3.760882139205932617e+00
5.306331634521484375e+00,1.591411471366882324e+00,2.912293910980224609e+00,3.067818880081176758e+00
5.539499282836914062e+00,1.718375921249389648e+00,1.142028093338012695e+00,1.221700668334960938e+00
4.986856460571289062e+00,1.718375921249389648e+00,4.452231884002685547e+00,4.129670143127441406e+00
4.418723106384277344e+00,1.718375921249389648e+00,7.785765647888183594e+00,6.567353725433349609e+00
3.839866399765014648e+00,1.718375921249389648e+00,1.164331722259521484e+01,9.460133552551269531e+00
3.911830902099609375e+00,1.718375921249389648e+00,1.108008670806884766e+01,9.033976554870605469e+00
5.160967826843261719e+00,1.848456501960754395e+00,3.670375347137451172e+00,3.638347148895263672e+00
4.461289882659912109e+00,1.848456501960754395e+00,7.312411785125732422e+00,6.191637039184570312e+00
3.560051918029785156e+00,1.848456501960754395e+00,1.395487976074218750e+01,1.122954368591308594e+01
2.905832529067993164e+00,1.848456501960754395e+00,2.181474876403808594e+01,1.769758796691894531e+01
2.411186456680297852e+00,1.848456501960754395e+00,3.112437438964843750e+01,2.580538558959960938e+01
4.855911731719970703e+00,1.978538870811462402e+00,5.017051696777343750e+00,4.519096374511718750e+00
4.081578254699707031e+00,1.978538870811462402e+00,9.865648269653320312e+00,8.086772918701171875e+00
3.259919881820678711e+00,1.978538870811462402e+00,1.704678916931152344e+01,1.374189376831054688e+01
2.591595649719238281e+00,1.978538870811462402e+00,2.728280448913574219e+01,2.225117301940917969e+01
5.383426189422607422e+00,2.108620166778564453e+00,2.512732744216918945e+00,2.692785978317260742e+00
4.741219043731689453e+00,2.108620166778564453e+00,5.787740707397460938e+00,5.174759387969970703e+00
3.906360626220703125e+00,2.108620166778564453e+00,1.113750267028808594e+01,9.088631629943847656e+00
3.154679298400878906e+00,2.108620166778564453e+00,1.830625915527343750e+01,1.487165927886962891e+01
2.494831085205078125e+00,2.108620166778564453e+00,2.935629653930664062e+01,2.415813636779785156e+01
5.293608188629150391e+00,2.238701820373535156e+00,3.010106086730957031e+00,3.156283617019653320e+00
4.677208423614501953e+00,2.238701820373535156e+00,6.159501552581787109e+00,5.450232505798339844e+00
3.852671623229980469e+00,2.238701820373535156e+00,1.156142711639404297e+01,9.401415824890136719e+00
3.147446393966674805e+00,2.238701820373535156e+00,1.839286613464355469e+01,1.495238971710205078e+01
2.522520065307617188e+00,2.238701820373535156e+00,2.878711128234863281e+01,2.371051025390625000e+01
1.073791742324829102e+00,2.238701820373535156e+00,7.944301605224609375e+01,7.789639282226562500e+01
5.225584983825683594e+00,2.368783235549926758e+00,3.318006992340087891e+00,3.359612464904785156e+00
4.651573181152343750e+00,2.368783235549926758e+00,6.374369621276855469e+00,5.606710910797119141e+00
3.866634607315063477e+00,2.368783235549926758e+00,1.145605850219726562e+01,9.323661804199218750e+00
3.188805818557739258e+00,2.368783235549926758e+00,1.787624359130859375e+01,1.445010852813720703e+01
2.601581573486328125e+00,2.368783235549926758e+00,2.712627792358398438e+01,2.215752410888671875e+01
9.008537530899047852e-01,2.368783235549926758e+00,1.529304199218750000e+02,1.565313415527343750e+02
5.296398997306823730e-01,2.368783235549926758e+00,2.104232177734375000e+02,2.200023498535156250e+02
5.505529880523681641e+00,2.498864650726318359e+00,1.535137444734573364e-01,1.473694592714309692e-01
5.202061653137207031e+00,2.498864650726318359e+00,3.378308057785034180e+00,3.389342546463012695e+00
4.658663749694824219e+00,2.498864650726318359e+00,6.309141635894775391e+00,5.558271884918212891e+00
3.916784763336181641e+00,2.498864650726318359e+00,1.103897857666015625e+01,8.999425888061523438e+00
3.264054059982299805e+00,2.498864650726318359e+00,1.700146102905273438e+01,1.370954418182373047e+01
2.700345993041992188e+00,2.498864650726318359e+00,2.524543190002441406e+01,2.048770141601562500e+01
1.033312916755676270e+00,2.498864650726318359e+00,8.841369628906250000e+01,8.729752349853515625e+01
5.269889831542968750e-01,2.498864650726318359e+00,3.076882019042968750e+02,3.213818664550781250e+02
5.507083892822265625e+00,2.628947734832763672e+00,5.917546153068542480e-01,5.810148715972900391e-01
5.205262184143066406e+00,2.628947734832763672e+00,3.297847270965576172e+00,3.314522266387939453e+00
4.685925483703613281e+00,2.628947734832763672e+00,6.159667491912841797e+00,5.457353115081787109e+00
3.995704650878906250e+00,2.628947734832763672e+00,1.047570323944091797e+01,8.581604957580566406e+00
3.360818386077880859e+00,2.628947734832763672e+00,1.594379901885986328e+01,1.290264129638671875e+01
2.813712835311889648e+00,2.628947734832763672e+00,2.328170967102050781e+01,1.871491813659667969e+01
2.318148136138916016e+00,2.628947734832763672e+00,3.307759094238281250e+01,2.766093254089355469e+01
9.443433880805969238e-01,2.628947734832763672e+00,1.380742187500000000e+02,1.402689361572265625e+02
7.517818212509155273e-01,2.628947734832763672e+00,2.108205108642578125e+02,2.221245422363281250e+02
5.349960327148437500e-01,2.628947734832763672e+00,3.076489257812500000e+02,3.213480224609375000e+02
5.513352870941162109e+00,2.759027719497680664e+00,6.538305878639221191e-01,6.493515372276306152e-01
5.228619575500488281e+00,2.759027719497680664e+00,3.309560775756835938e+00,3.355544328689575195e+00
4.724663257598876953e+00,2.759027719497680664e+00,5.936882495880126953e+00,5.298741817474365234e+00
4.090804100036621094e+00,2.759027719497680664e+00,9.794766426086425781e+00,8.026856422424316406e+00
3.465053558349609375e+00,2.759027719497680664e+00,1.486776542663574219e+01,1.204500293731689453e+01
2.956690311431884766e+00,2.759027719497680664e+00,2.102968978881835938e+01,1.711440086364746094e+01
2.462894678115844727e+00,2.759027719497680664e+00,3.018277359008789062e+01,2.510071372985839844e+01
1.084893226623535156e+00,2.759027719497680664e+00,8.657117462158203125e+01,8.530659484863281250e+01
8.921282887458801270e-01,2.759027719497680664e+00,1.618450927734375000e+02,1.669197540283203125e+02
7.262765169143676758e-01,2.759027719497680664e+00,1.425902252197265625e+02,1.502084045410156250e+02
5.479989051818847656e-01,2.759027719497680664e+00,2.778898315429687500e+02,2.904483032226562500e+02
5.487454414367675781e+00,2.889109134674072266e+00,4.493970572948455811e-01,4.280086755752563477e-01
5.271994113922119141e+00,2.889109134674072266e+00,3.125258445739746094e+00,3.240197420120239258e+00
4.769062042236328125e+00,2.889109134674072266e+00,5.436571598052978516e+00,4.870471477508544922e+00
4.206986427307128906e+00,2.889109134674072266e+00,9.099308967590332031e+00,7.507076263427734375e+00
