x,m,v_x,v_y
2.359231948852539062e+00,1.100538134574890137e+00,2.453166770935058594e+01,1.346682643890380859e+01
2.923248767852783203e+00,1.100538134574890137e+00,1.459980869293212891e+01,7.881141662597656250e+00
3.860114097595214844e+00,1.100538134574890137e+00,8.295258522033691406e+00,4.417083740234375000e+00
1.898882269859313965e+00,1.198712706565856934e+00,3.661946487426757812e+01,2.086230087280273438e+01
2.543829917907714844e+00,1.198712706565856934e+00,2.282860565185546875e+01,1.242032718658447266e+01
3.158816814422607422e+00,1.198712706565856934e+00,1.449253463745117188e+01,7.715985298156738281e+00
3.885193824768066406e+00,1.198712706565856934e+00,8.349058151245117188e+00,4.483293056488037109e+00
4.264000892639160156e+00,1.198712706565856934e+00,4.334710121154785156e+00,2.207892656326293945e+00
4.540495395660400391e+00,1.198712706565856934e+00,9.402538537979125977e-01,4.930084049701690674e-01
4.273597240447998047e+00,1.198712706565856934e+00,4.400187969207763672e+00,2.243646621704101562e+00
4.192508220672607422e+00,1.198712706565856934e+00,4.912014961242675781e+00,2.516334533691406250e+00
4.067320346832275391e+00,1.198712706565856934e+00,6.384920597076416016e+00,3.285837650299072266e+00
1.436074137687683105e+00,1.296887516975402832e+00,1.184847640991210938e+01,7.358701229095458984e+00
1.956709861755371094e+00,1.296887516975402832e+00,3.083340072631835938e+01,1.749811744689941406e+01
2.399545431137084961e+00,1.296887516975402832e+00,2.736512565612792969e+01,1.498611545562744141e+01
2.757305145263671875e+00,1.296887516975402832e+00,1.687992477416992188e+01,9.129915237426757812e+00
3.003487586975097656e+00,1.296887516975402832e+00,1.642807769775390625e+01,8.855679512023925781e+00
3.174743652343750000e+00,1.296887516975402832e+00,1.296937084197998047e+01,6.890764236450195312e+00
3.238649368286132812e+00,1.296887516975402832e+00,1.350718593597412109e+01,6.957590579986572266e+00
3.254489898681640625e+00,1.296887516975402832e+00,1.331244373321533203e+01,6.759926319122314453e+00
3.249649047851562500e+00,1.296887516975402832e+00,1.346029758453369141e+01,6.904094219207763672e+00
3.215574264526367188e+00,1.296887516975402832e+00,1.382450008392333984e+01,7.191851615905761719e+00
3.179731369018554688e+00,1.296887516975402832e+00,1.316779518127441406e+01,6.993131637573242188e+00
