x,m,v_x,v_y
8.349758148193359375e+00,8.060152530670166016e-01,3.370131731033325195e+00,2.598311185836791992e+00
9.448532104492187500e+00,8.060152530670166016e-01,2.367933034896850586e+00,1.809212803840637207e+00
1.097529506683349609e+01,8.060152530670166016e-01,1.318039894104003906e+00,1.032496333122253418e+00
5.762354373931884766e+00,9.041898846626281738e-01,7.967984676361083984e+00,6.512076854705810547e+00
6.822366237640380859e+00,9.041898846626281738e-01,5.492069244384765625e+00,4.355643272399902344e+00
8.165649414062500000e+00,9.041898846626281738e-01,3.569634914398193359e+00,2.747395753860473633e+00
9.331640243530273438e+00,9.041898846626281738e-01,2.458424806594848633e+00,1.873527288436889648e+00
1.038397312164306641e+01,9.041898846626281738e-01,1.687061071395874023e+00,1.296596765518188477e+00
1.122931480407714844e+01,9.041898846626281738e-01,1.165201187133789062e+00,9.230754375457763672e-01
1.097432136535644531e+01,9.041898846626281738e-01,1.318975687026977539e+00,1.033223867416381836e+00
1.090706920623779297e+01,9.041898846626281738e-01,1.354248523712158203e+00,1.055633902549743652e+00
1.088315010070800781e+01,9.041898846626281738e-01,1.377234578132629395e+00,1.075054764747619629e+00
1.087023830413818359e+01,9.041898846626281738e-01,1.387066721916198730e+00,1.082080960273742676e+00
1.081746768951416016e+01,9.041898846626281738e-01,1.409996986389160156e+00,1.096197485923767090e+00
1.065662002563476562e+01,9.041898846626281738e-01,1.438773751258850098e+00,1.111566185951232910e+00
4.117960453033447266e+00,1.002363920211791992e+00,1.596093273162841797e+01,1.400419712066650391e+01
4.986615180969238281e+00,1.002363920211791992e+00,1.079451465606689453e+01,9.087605476379394531e+00
5.977232456207275391e+00,1.002363920211791992e+00,7.356328010559082031e+00,5.984492301940917969e+00
6.877635002136230469e+00,1.002363920211791992e+00,5.390377998352050781e+00,4.276584625244140625e+00
7.696577072143554688e+00,1.002363920211791992e+00,4.139016151428222656e+00,3.221427440643310547e+00
8.314726829528808594e+00,1.002363920211791992e+00,3.394365549087524414e+00,2.609242439270019531e+00
8.790888786315917969e+00,1.002363920211791992e+00,2.931573629379272461e+00,2.245991230010986328e+00
9.124508857727050781e+00,1.002363920211791992e+00,2.630279541015625000e+00,2.008645296096801758e+00
9.335607528686523438e+00,1.002363920211791992e+00,2.455885887145996094e+00,1.871795058250427246e+00
9.431330680847167969e+00,1.002363920211791992e+00,2.380596876144409180e+00,1.816560268402099609e+00
9.428035736083984375e+00,1.002363920211791992e+00,2.382784128189086914e+00,1.817462325096130371e+00
9.350348472595214844e+00,1.002363920211791992e+00,2.445832729339599609e+00,1.867150068283081055e+00
9.214336395263671875e+00,1.002363920211791992e+00,2.548188209533691406e+00,1.941850185394287109e+00
9.048132896423339844e+00,1.002363920211791992e+00,2.691659450531005859e+00,2.053079128265380859e+00
8.866147041320800781e+00,1.002363920211791992e+00,2.864735126495361328e+00,2.196117401123046875e+00
8.672498703002929688e+00,1.002363920211791992e+00,3.043844699859619141e+00,2.332989931106567383e+00
8.485434532165527344e+00,1.002363920211791992e+00,3.221433877944946289e+00,2.472070932388305664e+00
8.317062377929687500e+00,1.002363920211791992e+00,3.398146867752075195e+00,2.612785100936889648e+00
8.168399810791015625e+00,1.002363920211791992e+00,3.567109823226928711e+00,2.745860099792480469e+00
8.048700332641601562e+00,1.002363920211791992e+00,3.704317569732666016e+00,2.859383583068847656e+00
7.955183029174804688e+00,1.002363920211791992e+00,3.816647291183471680e+00,2.955830812454223633e+00
7.889381408691406250e+00,1.002363920211791992e+00,3.892058849334716797e+00,3.010092973709106445e+00
7.860827922821044922e+00,1.002363920211791992e+00,3.930392742156982422e+00,3.048542737960815430e+00
7.840139389038085938e+00,1.002363920211791992e+00,3.953577995300292969e+00,3.063133239746093750e+00
7.796697616577148438e+00,1.002363920211791992e+00,4.011525154113769531e+00,3.115502834320068359e+00
7.712492942810058594e+00,1.002363920211791992e+00,4.119460582733154297e+00,3.205655574798583984e+00
7.709745883941650391e+00,1.002363920211791992e+00,4.122594356536865234e+00,3.208634138107299805e+00
2.426251411437988281e+00,1.100538134574890137e+00,4.506770706176757812e+01,4.439904785156250000e+01
2.928471088409423828e+00,1.100538134574890137e+00,3.143255424499511719e+01,2.982267570495605469e+01
3.618889570236206055e+00,1.100538134574890137e+00,2.074602127075195312e+01,1.871352767944335938e+01
4.352740764617919922e+00,1.100538134574890137e+00,1.425761890411376953e+01,1.236462402343750000e+01
5.020156860351562500e+00,1.100538134574890137e+00,1.064607810974121094e+01,8.957139015197753906e+00
5.592004776000976562e+00,1.100538134574890137e+00,8.491585731506347656e+00,6.986606597900390625e+00
6.006766319274902344e+00,1.100538134574890137e+00,7.283855438232421875e+00,5.907274723052978516e+00
6.319482803344726562e+00,1.100538134574890137e+00,6.515217304229736328e+00,5.244446754455566406e+00
6.532157897949218750e+00,1.100538134574890137e+00,6.052057266235351562e+00,4.839222431182861328e+00
6.649352073669433594e+00,1.100538134574890137e+00,5.819720745086669922e+00,4.642061233520507812e+00
6.673443794250488281e+00,1.100538134574890137e+00,5.770941257476806641e+00,4.586193084716796875e+00
6.634260654449462891e+00,1.100538134574890137e+00,5.846855163574218750e+00,4.667981624603271484e+00
6.541414737701416016e+00,1.100538134574890137e+00,6.032962799072265625e+00,4.826487541198730469e+00
6.418525695800781250e+00,1.100538134574890137e+00,6.296623706817626953e+00,5.042384624481201172e+00
6.285821914672851562e+00,1.100538134574890137e+00,6.589920520782470703e+00,5.304864406585693359e+00
6.152541160583496094e+00,1.100538134574890137e+00,6.908464431762695312e+00,5.588837623596191406e+00
6.025101184844970703e+00,1.100538134574890137e+00,7.234930038452148438e+00,5.858843803405761719e+00
5.916419029235839844e+00,1.100538134574890137e+00,7.525544643402099609e+00,6.128402709960937500e+00
5.823394775390625000e+00,1.100538134574890137e+00,7.783113479614257812e+00,6.361891746520996094e+00
5.749155521392822266e+00,1.100538134574890137e+00,8.002229690551757812e+00,6.553857803344726562e+00
5.691573619842529297e+00,1.100538134574890137e+00,8.183522224426269531e+00,6.691797733306884766e+00
5.656700134277343750e+00,1.100538134574890137e+00,8.280474662780761719e+00,6.805934429168701172e+00
5.615159034729003906e+00,1.100538134574890137e+00,8.420701980590820312e+00,6.904916286468505859e+00
5.551182746887207031e+00,1.100538134574890137e+00,8.619743347167968750e+00,7.099795818328857422e+00
5.426409244537353516e+00,1.100538134574890137e+00,9.046164512634277344e+00,7.489788055419921875e+00
5.295083522796630859e+00,1.100538134574890137e+00,9.531336784362792969e+00,7.911761760711669922e+00
2.029185295104980469e+00,1.198712706565856934e+00,5.968153762817382812e+01,6.141517257690429688e+01
2.587815999984741211e+00,1.198712706565856934e+00,3.987056350708007812e+01,3.889690017700195312e+01
3.170415878295898438e+00,1.198712706565856934e+00,2.690956687927246094e+01,2.503098487854003906e+01
3.639849901199340820e+00,1.198712706565856934e+00,2.049032974243164062e+01,1.849248695373535156e+01
