x,m,v_x,v_y
3.943197727203369141e+00,1.002363920211791992e+00,9.538949966430664062e+00,9.203685760498046875e+00
2.404298067092895508e+00,1.100538134574890137e+00,4.419368362426757812e+01,4.281612014770507812e+01
2.890327453613281250e+00,1.100538134574890137e+00,2.955852890014648438e+01,2.799536895751953125e+01
3.522307395935058594e+00,1.100538134574890137e+00,1.661374092102050781e+01,1.558283042907714844e+01
4.038240432739257812e+00,1.100538134574890137e+00,6.499111175537109375e+00,5.878026962280273438e+00
2.017776489257812500e+00,1.198712706565856934e+00,6.149373626708984375e+01,6.176123046875000000e+01
2.561018466949462891e+00,1.198712706565856934e+00,3.881494522094726562e+01,3.719784545898437500e+01
3.110367774963378906e+00,1.198712706565856934e+00,2.410200500488281250e+01,2.261605644226074219e+01
3.541795253753662109e+00,1.198712706565856934e+00,1.630261611938476562e+01,1.533786296844482422e+01
3.860152721405029297e+00,1.198712706565856934e+00,1.064019680023193359e+01,1.006777667999267578e+01
4.017105579376220703e+00,1.198712706565856934e+00,6.856068134307861328e+00,6.202105522155761719e+00
4.224010467529296875e+00,1.198712706565856934e+00,3.813530683517456055e+00,3.803541421890258789e+00
4.242192745208740234e+00,1.198712706565856934e+00,3.219726800918579102e+00,3.200481176376342773e+00
4.190520763397216797e+00,1.198712706565856934e+00,4.538787364959716797e+00,4.503407955169677734e+00
4.093051910400390625e+00,1.198712706565856934e+00,5.929732799530029297e+00,5.559683799743652344e+00
4.027197360992431641e+00,1.198712706565856934e+00,7.011922836303710938e+00,6.482753276824951172e+00
4.021537780761718750e+00,1.198712706565856934e+00,8.008810997009277344e+00,7.743726253509521484e+00
3.985786437988281250e+00,1.198712706565856934e+00,8.689066886901855469e+00,8.421154022216796875e+00
3.956263542175292969e+00,1.198712706565856934e+00,9.305334091186523438e+00,8.996477127075195312e+00
3.930220365524291992e+00,1.198712706565856934e+00,9.744395256042480469e+00,9.373599052429199219e+00
3.892124652862548828e+00,1.198712706565856934e+00,1.022985172271728516e+01,9.734889030456542969e+00
3.840520381927490234e+00,1.198712706565856934e+00,1.093579292297363281e+01,1.034368038177490234e+01
3.750668287277221680e+00,1.198712706565856934e+00,1.218473243713378906e+01,1.132651138305664062e+01
1.206115007400512695e+00,1.296887516975402832e+00,1.544514770507812500e+02,1.847613067626953125e+02
1.595613002777099609e+00,1.296887516975402832e+00,9.689366149902343750e+01,1.059186325073242188e+02
